"1.x_coordinates, 2.y_coordinates, 3.brightness, 4.mean_brightness, 5.max_brightness, 6.radius"
870.0,4599.0,23.125,3465.25,3483.0,0.28209479177387814
792.5,4597.0,0.0,3463.4,3494.0,0.0
739.5,4598.5,100.22222222222172,3469.111111111111,3500.0,0.5641895835477563
648.0,4598.0,22.25,3463.5,3474.0,0.28209479177387814
565.5,4597.5,43.85714285714266,3462.8571428571427,3477.0,0.3989422804014327
495.0,4598.0,138.0,3465.0,3500.0,0.690988298942671
179.5,4602.5,800.5263157894676,3460.052631578947,3536.0,1.761681409986482
179.5,4606.5,211.63636363636488,3454.2727272727275,3491.0,0.9772050238058398
146.5,4599.5,0.0,3464.0,3488.0,0.0
1727.0,4597.0,0.0,3458.875,3477.0,0.0
1688.0,4598.0,91.45833333333258,3455.583333333333,3486.0,0.6307831305050401
1630.5,4597.5,43.14285714285688,3462.142857142857,3478.0,0.3989422804014327
1585.5,4597.0,0.0,3454.4,3472.0,0.0
1558.5,4599.5,0.0,3459.75,3491.0,0.0
1480.0,4596.5,0.0,3463.0,3488.0,0.0
979.5,4597.5,35.125,3454.125,3465.0,0.3989422804014327
489.0,4602.0,3053.7500000000045,3472.108695652174,3595.0,3.025129621649952
491.0,4605.0,481.6190476190445,3456.047619047619,3509.0,1.438406847937898
339.0,4597.0,78.0,3458.0,3486.0,0.5641895835477563
172.5,4597.5,50.5,3444.25,3468.0,0.5641895835477563
2061.0,4597.0,22.14285714285711,3463.285714285714,3478.0,0.28209479177387814
1940.5,4596.0,0.0,3458.2000000000003,3467.0,0.0
1880.0,4597.0,0.0,3456.5714285714284,3477.0,0.0
1495.0,4596.0,20.14285714285711,3459.285714285714,3484.0,0.28209479177387814
1473.5,4596.0,0.0,3454.111111111111,3471.0,0.0
1397.5,4597.5,42.88888888888869,3461.8888888888887,3506.0,0.3989422804014327
1323.5,4596.5,0.0,3458.7142857142853,3492.0,0.0
1275.0,4597.0,20.6875,3460.375,3477.0,0.28209479177387814
1163.5,4596.0,0.0,3459.333333333333,3481.0,0.0
1085.5,4596.0,0.0,3459.6666666666665,3481.0,0.0
859.0,4596.0,0.0,3460.2000000000003,3477.0,0.0
470.5,4595.5,24.42857142857133,3467.8571428571427,3507.0,0.28209479177387814
275.0,4595.5,25.166666666666515,3469.333333333333,3501.0,0.28209479177387814
203.5,4597.0,121.95000000000027,3459.65,3480.0,0.690988298942671
1956.0,4595.0,68.61538461538476,3453.3076923076924,3480.0,0.5641895835477563
1934.0,4595.0,0.0,3462.142857142857,3487.0,0.0
1917.5,4595.0,0.0,3455.4,3474.0,0.0
1886.5,4597.0,603.1071428571395,3465.392857142857,3515.0,1.438406847937898
1680.0,4595.0,18.42857142857133,3455.8571428571427,3487.0,0.28209479177387814
1626.5,4595.5,47.666666666666515,3466.6666666666665,3489.0,0.3989422804014327
1603.5,4595.0,70.66666666666606,3454.333333333333,3488.0,0.5641895835477563
1417.5,4594.5,23.333333333333258,3465.6666666666665,3487.0,0.28209479177387814
1373.0,4595.5,19.214285714285552,3457.428571428571,3495.0,0.28209479177387814
1101.5,4595.5,48.0,3467.0,3509.0,0.3989422804014327
1046.0,4595.5,61.875,3460.25,3475.0,0.4886025119029199
1030.0,4599.0,41.100000000000364,3460.1000000000004,3503.0,0.3989422804014327
921.0,4595.5,82.66666666666606,3460.333333333333,3474.0,0.5641895835477563
883.5,4601.0,923.3333333333303,3471.7619047619046,3532.0,1.6688952945311364
814.5,4596.0,0.0,3455.7777777777774,3494.0,0.0
705.0,4594.5,20.888888888888687,3460.7777777777774,3471.0,0.28209479177387814
602.0,4595.0,45.0,3449.0,3457.0,0.4886025119029199
527.5,4595.0,19.444444444444343,3457.8888888888887,3501.0,0.28209479177387814
224.0,4596.0,21.75,3462.5,3485.0,0.28209479177387814
157.5,4595.0,60.0,3459.0,3477.0,0.4886025119029199
2139.5,4594.5,412.452380952378,3467.523809523809,3497.0,1.1631066229203195
1965.0,4593.5,0.0,3454.6000000000004,3464.0,0.0
1843.5,4594.5,21.28571428571422,3461.5714285714284,3491.0,0.28209479177387814
1613.5,4594.0,192.14285714285552,3457.428571428571,3488.0,0.8920620580763856
1306.5,4594.0,45.875,3464.875,3489.0,0.3989422804014327
719.5,4593.5,0.0,3464.833333333333,3474.0,0.0
437.5,4594.5,0.0,3468.8571428571427,3507.0,0.0
385.0,4594.0,0.0,3454.8,3464.0,0.0
305.5,4594.0,0.0,3450.6000000000004,3457.0,0.0
296.5,4594.0,18.75,3456.5,3475.0,0.28209479177387814
2100.0,4593.5,16.083333333333258,3451.1666666666665,3458.0,0.28209479177387814
1699.0,4593.5,124.8333333333328,3454.6666666666665,3486.0,0.7463526651802308
1567.0,4593.0,100.38461538461547,3459.153846153846,3487.0,0.6307831305050401
1357.0,4595.0,477.3902439024389,3460.512195121951,3518.0,1.3528790949515024
1268.0,4594.5,248.90625,3452.1875,3471.0,1.0925484305920792
1248.5,4593.0,0.0,3452.5,3461.0,0.0
1168.5,4593.0,0.0,3454.5714285714284,3463.0,0.0
831.5,4593.5,0.0,3465.0,3501.0,0.0
808.0,4592.0,94.16666666666629,3456.6666666666665,3479.0,0.6307831305050401
742.0,4594.0,108.21428571428555,3462.285714285714,3472.0,0.6307831305050401
640.0,4593.0,16.714285714285552,3452.428571428571,3468.0,0.28209479177387814
397.0,4598.0,389.6875,3457.96875,3498.0,1.2615662610100802
395.0,4593.5,48.9375,3451.625,3463.0,0.4886025119029199
349.5,4593.5,62.83333333333303,3460.8888888888887,3479.0,0.4886025119029199
316.0,4593.5,17.5,3454.0,3468.0,0.28209479177387814
242.5,4597.0,192.46153846153925,3461.769230769231,3493.0,0.8462843753216345
193.0,4596.5,180.0,3479.0,3735.0,0.690988298942671
152.0,4594.0,23.375,3465.75,3485.0,0.28209479177387814
2158.5,4593.0,0.0,3461.833333333333,3480.0,0.0
2079.5,4591.5,16.857142857142662,3452.7142857142853,3462.0,0.28209479177387814
1912.5,4593.5,39.666666666666515,3458.6666666666665,3492.0,0.3989422804014327
1737.5,4592.5,90.99999999999909,3449.333333333333,3467.0,0.690988298942671
1731.5,4594.0,164.75,3460.1875,3477.0,0.7978845608028654
1667.0,4594.0,41.58333333333303,3460.583333333333,3479.0,0.3989422804014327
1575.0,4592.0,373.6923076923083,3525.769230769231,4159.0,0.7463526651802308
1495.5,4591.5,0.0,3455.0,3460.0,0.0
1188.5,4593.5,0.0,3457.3,3485.0,0.0
1118.0,4594.0,73.38461538461615,3455.692307692308,3471.0,0.5641895835477563
1067.0,4592.5,0.0,3461.333333333333,3477.0,0.0
1053.0,4593.0,91.50000000000091,3455.6000000000004,3477.0,0.6307831305050401
1001.0,4591.5,19.25,3457.5,3469.0,0.28209479177387814
988.0,4595.0,865.2549019607868,3449.901960784314,3500.0,2.111004122822376
987.0,4597.0,239.99999999999864,3445.6666666666665,3462.0,1.196826841204298
876.5,4592.0,35.875,3454.875,3467.0,0.3989422804014327
767.0,4593.5,436.21875,3498.3125,3865.0,0.9356025796273888
481.0,4592.0,74.60000000000036,3456.3,3483.0,0.5641895835477563
251.0,4591.5,0.0,3464.375,3503.0,0.0
177.5,4593.0,100.90909090909122,3459.3636363636365,3482.0,0.6307831305050401
1692.0,4591.5,75.84615384615427,3456.923076923077,3510.0,0.5641895835477563
1429.0,4591.0,257.58333333333167,3465.833333333333,3482.0,0.9356025796273888
1380.5,4591.0,78.80000000000018,3458.4,3477.0,0.5641895835477563
1047.0,4590.5,18.64285714285711,3456.285714285714,3469.0,0.28209479177387814
819.5,4592.0,21.64285714285711,3462.285714285714,3503.0,0.28209479177387814
790.0,4591.5,0.0,3460.6000000000004,3477.0,0.0
672.0,4591.0,42.714285714285325,3461.7142857142853,3496.0,0.3989422804014327
628.5,4592.5,192.24999999999977,3461.722222222222,3490.0,0.8462843753216345
574.5,4590.5,0.0,3454.0,3468.0,0.0
538.0,4592.5,36.63636363636351,3455.6363636363635,3472.0,0.3989422804014327
499.0,4591.5,0.0,3458.333333333333,3480.0,0.0
448.5,4592.5,75.5,3456.75,3474.0,0.5641895835477563
344.0,4592.5,90.625,3455.25,3484.0,0.6307831305050401
2138.5,4589.5,0.0,3455.0,3461.0,0.0
1945.0,4590.0,16.666666666666515,3452.333333333333,3480.0,0.28209479177387814
1770.0,4590.0,122.40000000000146,3449.6000000000004,3464.0,0.7978845608028654
1687.0,4590.5,0.0,3458.4,3486.0,0.0
1557.5,4590.5,0.0,3464.6000000000004,3474.0,0.0
1420.5,4589.5,0.0,3462.6666666666665,3475.0,0.0
1293.0,4592.0,535.6470588235302,3455.9411764705883,3501.0,1.5191269449366247
1290.5,4592.5,243.75,3443.375,3476.0,1.2615662610100802
1271.5,4589.0,0.0,3455.0,3464.0,0.0
1204.5,4591.5,16.8125,3452.625,3472.0,0.28209479177387814
1133.0,4590.0,59.0625,3458.375,3483.0,0.4886025119029199
947.0,4591.0,37.25,3456.25,3482.0,0.3989422804014327
866.0,4590.5,38.625,3457.625,3480.0,0.3989422804014327
440.0,4589.5,78.0,3458.0,3493.0,0.5641895835477563
413.5,4590.0,19.5,3458.0,3474.0,0.28209479177387814
332.0,4591.5,85.80000000000018,3461.9,3480.0,0.5641895835477563
225.0,4589.5,0.0,3464.4,3481.0,0.0
1653.5,4590.0,38.28571428571422,3457.285714285714,3474.0,0.3989422804014327
1620.5,4590.0,567.4999999999975,3473.047619047619,3541.0,1.2927207364566027
1319.5,4590.5,114.24999999999909,3457.083333333333,3473.0,0.690988298942671
1237.5,4593.0,271.375,3460.75,3494.0,1.0171072362820548
1227.5,4589.5,0.0,3459.6000000000004,3471.0,0.0
710.0,4589.5,36.14285714285688,3455.142857142857,3467.0,0.3989422804014327
614.0,4591.5,72.23529411764684,3455.1176470588234,3473.0,0.5641895835477563
368.0,4589.5,40.0,3459.0,3470.0,0.3989422804014327
200.0,4589.0,0.0,3469.5,3508.0,0.0
1867.0,4588.0,60.16666666666629,3459.111111111111,3477.0,0.4886025119029199
1670.0,4588.0,16.57142857142844,3452.142857142857,3464.0,0.28209479177387814
1583.5,4588.5,68.57142857142844,3453.285714285714,3496.0,0.5641895835477563
1361.0,4588.5,132.81818181818244,3463.2727272727275,3487.0,0.690988298942671
1161.0,4591.5,426.1249999999968,3459.583333333333,3495.0,1.2927207364566027
901.0,4588.0,120.0,3459.0,3496.0,0.690988298942671
521.5,4588.5,0.0,3459.0,3477.0,0.0
452.0,4587.5,16.07142857142844,3451.142857142857,3459.0,0.28209479177387814
347.0,4588.5,31.0,3450.0,3460.0,0.3989422804014327
167.5,4588.5,52.92857142857133,3454.285714285714,3466.0,0.4886025119029199
2049.0,4586.5,83.0,3460.5,3480.0,0.5641895835477563
1930.0,4589.0,2456.8359375,3484.515625,3585.0,2.4430125595145995
1714.5,4587.0,37.0,3456.0,3484.0,0.3989422804014327
1707.5,4587.0,0.0,3459.0,3478.0,0.0
1693.5,4586.5,19.64285714285711,3458.285714285714,3477.0,0.28209479177387814
1676.5,4587.5,112.1875,3463.875,3491.0,0.6307831305050401
1664.0,4587.5,41.63636363636351,3460.6363636363635,3485.0,0.3989422804014327
1649.0,4587.5,38.5,3457.5,3475.0,0.3989422804014327
1386.0,4587.5,0.0,3454.333333333333,3462.0,0.0
1248.5,4587.5,0.0,3453.6666666666665,3476.0,0.0
1212.0,4589.0,100.45454545454618,3459.1818181818185,3494.0,0.6307831305050401
997.5,4587.0,18.25,3455.5,3467.0,0.28209479177387814
926.0,4587.5,0.0,3457.222222222222,3474.0,0.0
828.0,4587.0,44.5,3463.5,3485.0,0.3989422804014327
772.0,4588.0,125.25,3460.75,3502.0,0.690988298942671
659.5,4586.5,0.0,3457.4,3481.0,0.0
539.0,4588.5,0.0,3456.555555555555,3489.0,0.0
489.0,4587.5,242.72222222221922,3447.555555555555,3481.0,1.1631066229203195
488.5,4587.0,165.0833333333312,3442.583333333333,3481.0,1.055502061411188
274.5,4587.0,20.583333333333258,3460.1666666666665,3483.0,0.28209479177387814
247.0,4588.0,109.00000000000045,3455.3333333333335,3481.0,0.690988298942671
214.5,4588.0,0.0,3454.333333333333,3470.0,0.0
195.5,4587.5,0.0,3459.4,3465.0,0.0
1893.0,4590.0,1574.1800000000062,3469.78,3550.0,2.221216611645239
1823.0,4594.0,720.8548387096789,3461.4032258064517,3529.0,1.6448811606198852
1808.5,4590.0,305.7142857142826,3457.2142857142853,3489.0,1.1283791670955126
1737.0,4585.5,43.33333333333303,3462.333333333333,3493.0,0.3989422804014327
1732.5,4586.5,17.5,3454.0,3465.0,0.28209479177387814
1578.0,4586.5,0.0,3456.875,3471.0,0.0
1191.5,4585.5,69.72222222222172,3446.8888888888887,3475.0,0.6307831305050401
1184.5,4587.0,211.23529411764594,3449.176470588235,3473.0,1.055502061411188
861.5,4585.5,15.833333333333258,3450.6666666666665,3460.0,0.28209479177387814
852.0,4587.0,19.550000000000182,3458.1000000000004,3482.0,0.28209479177387814
816.0,4587.0,38.0,3457.0,3481.0,0.3989422804014327
621.0,4587.0,23.0,3465.0,3496.0,0.28209479177387814
604.0,4585.5,40.625,3459.625,3481.0,0.3989422804014327
564.5,4586.0,0.0,3461.0,3479.0,0.0
432.5,4585.5,0.0,3462.833333333333,3486.0,0.0
427.5,4587.0,66.00000000000023,3445.4,3476.0,0.6307831305050401
236.0,4585.5,66.0,3463.0,3494.0,0.4886025119029199
187.0,4586.0,25.5,3470.0,3499.0,0.28209479177387814
1565.0,4585.0,47.666666666666515,3466.6666666666665,3493.0,0.3989422804014327
1512.0,4585.0,0.0,3447.8,3453.0,0.0
1513.0,4595.0,6098.171140939598,3484.9261744966443,3638.0,3.8369039909802694
1282.5,4585.5,20.300000000000182,3459.6000000000004,3488.0,0.28209479177387814
1203.0,4585.0,0.0,3463.0,3477.0,0.0
1172.5,4585.0,18.64285714285711,3456.285714285714,3478.0,0.28209479177387814
1092.0,4584.5,19.14285714285711,3457.285714285714,3484.0,0.28209479177387814
1089.5,4590.0,552.6315789473647,3465.052631578947,3505.0,1.381976597885342
843.0,4591.5,2066.8169014084588,3479.7887323943664,3584.0,2.326213245840639
465.5,4586.0,0.0,3462.2000000000003,3490.0,0.0
262.0,4589.0,2506.874999999999,3462.5978260869565,3532.0,3.025129621649952
223.5,4585.0,0.0,3460.1666666666665,3477.0,0.0
1927.5,4584.0,0.0,3452.0,3459.0,0.0
1887.5,4584.0,82.0,3460.0,3484.0,0.5641895835477563
1784.0,4591.5,1215.857142857144,3459.5285714285715,3533.0,2.1850968611841584
1782.0,4593.5,232.5,3450.0,3498.0,1.0925484305920792
1760.0,4583.5,0.0,3465.6000000000004,3480.0,0.0
1709.5,4583.5,0.0,3471.333333333333,3509.0,0.0
1653.0,4584.0,33.33333333333303,3452.333333333333,3467.0,0.3989422804014327
1601.5,4585.0,77.53846153846189,3457.769230769231,3477.0,0.5641895835477563
1115.5,4584.5,0.0,3475.8,3529.0,0.0
1068.5,4585.0,115.3846153846157,3457.4615384615386,3480.0,0.690988298942671
1056.0,4585.5,48.0,3451.0,3472.0,0.4886025119029199
978.0,4584.5,35.428571428571104,3454.428571428571,3477.0,0.3989422804014327
961.0,4584.0,101.92307692307736,3459.769230769231,3477.0,0.6307831305050401
953.5,4583.5,0.0,3453.4,3463.0,0.0
746.5,4583.5,0.0,3454.6000000000004,3462.0,0.0
583.0,4591.5,3339.599999999994,3469.6,3550.0,3.2410224072142872
584.5,4597.0,328.2692307692321,3462.769230769231,3527.0,1.0925484305920792
505.5,4583.5,19.083333333333258,3457.1666666666665,3464.0,0.28209479177387814
317.0,4585.5,87.66666666666606,3462.833333333333,3493.0,0.5641895835477563
2021.5,4583.0,0.0,3456.0,3469.0,0.0
1359.5,4583.5,23.42857142857133,3465.8571428571427,3481.0,0.28209479177387814
1234.5,4584.5,0.0,3461.8571428571427,3479.0,0.0
939.0,4582.5,124.36363636363649,3460.4545454545455,3484.0,0.690988298942671
881.5,4583.0,0.0,3463.0,3471.0,0.0
802.5,4582.5,0.0,3458.6000000000004,3482.0,0.0
527.0,4583.0,66.0,3463.0,3472.0,0.4886025119029199
369.0,4585.0,43.53846153846189,3462.538461538462,3498.0,0.3989422804014327
120.5,4582.5,18.5,3456.0,3482.0,0.28209479177387814
1996.5,4583.0,0.0,3463.1666666666665,3472.0,0.0
1874.5,4582.0,0.0,3463.5,3477.0,0.0
1672.5,4582.0,38.166666666666515,3457.1666666666665,3473.0,0.3989422804014327
1627.5,4581.5,0.0,3451.8,3471.0,0.0
1608.0,4582.0,22.083333333333258,3463.1666666666665,3501.0,0.28209479177387814
1453.5,4590.5,7354.862745098055,3451.2581699346406,4021.0,6.023896332520351
1446.5,4584.5,397.42857142856974,3449.5714285714284,3513.0,1.438406847937898
1159.0,4582.0,17.125,3453.25,3469.0,0.28209479177387814
1107.0,4581.5,0.0,3469.2000000000003,3495.0,0.0
672.5,4581.0,0.0,3464.0,3494.0,0.0
638.5,4582.5,58.5,3458.0,3479.0,0.4886025119029199
377.5,4582.0,45.28571428571422,3464.285714285714,3498.0,0.3989422804014327
